,sentence,sentiment,tokens,sentiment_code
19509,pobres,Negativa,pobre,-1
19510,pobreza,Negativa,pobreza,-1
19511,pocilga,Negativa,pocilga,-1
19512,podrida,Negativa,podrida,-1
19513,podridas,Negativa,podrido,-1
19514,podrido,Negativa,podrido,-1
19515,podridos,Negativa,podrido,-1
19516,polemica,Negativa,polemico,-1
19517,polemicas,Negativa,polemica,-1
19518,polemico,Negativa,polemico,-1
19519,polemicos,Negativa,polemico,-1
19520,polemizar,Negativa,polemizar,-1
19521,polla,Negativa,polla,-1
19522,polladas,Negativa,pollada,-1
19523,polucion,Negativa,polucion,-1
19524,polvo,Negativa,polvo,-1
19525,polvorienta,Negativa,polvoriento,-1
19526,polvorientas,Negativa,polvoriento,-1
19527,polvoriento,Negativa,polvoriento,-1
19528,polvorientos,Negativa,polvoriento,-1
19529,polvos,Negativa,polvo,-1
19530,pomposa,Negativa,pomposo,-1
19531,pomposas,Negativa,pomposo,-1
19532,pomposo,Negativa,pomposo,-1
19533,pomposos,Negativa,pomposo,-1
19534,posterga,Negativa,postergar,-1
19535,precaria,Negativa,precario,-1
19536,precariamente,Negativa,precariamente,-1
19537,precarias,Negativa,precario,-1
19538,precario,Negativa,precario,-1
19539,precarios,Negativa,precario,-1
19540,precaucion,Negativa,precaucion,-1
19541,precipitada,Negativa,precipitado,-1
19542,precipitadamente,Negativa,precipitadamente,-1
19543,precipitadas,Negativa,precipitado,-1
19544,precipitado,Negativa,precipitado,-1
19545,precipitados,Negativa,precipitado,-1
19546,precipitar,Negativa,precipitar,-1
19547,predicamento,Negativa,predicamento,-1
19548,predicamentos,Negativa,predicamento,-1
19549,prejuicios,Negativa,prejuicio,-1
19550,prejuzgar,Negativa,prejuzgar,-1
19551,prematura,Negativa,prematura,-1
19552,prematuras,Negativa,prematura,-1
19553,prematuro,Negativa,prematuro,-1
19554,prematuros,Negativa,prematuro,-1
19555,premeditada,Negativa,premeditado,-1
19556,premeditadas,Negativa,premeditado,-1
19557,premeditado,Negativa,premeditado,-1
19558,premeditados,Negativa,premeditado,-1
19559,preocupacion,Negativa,preocupacion,-1
19560,preocupaciones,Negativa,preocupacion,-1
19561,preocupada,Negativa,preocupado,-1
19562,preocupadas,Negativa,preocupado,-1
19563,preocupado,Negativa,preocupado,-1
19564,preocupados,Negativa,preocupado,-1
19565,preocupante,Negativa,preocupante,-1
19566,preocupar,Negativa,preocupar,-1
19567,preocuparse,Negativa,preocupar el,-1
19568,presa,Negativa,presa,-1
19569,presar,Negativa,presar,-1
19570,presas,Negativa,presa,-1
19571,presentimiento,Negativa,presentimiento,-1
19572,presentimientos,Negativa,presentimiento,-1
19573,presentir,Negativa,presentir,-1
19574,presionada,Negativa,presionado,-1
19575,presionadas,Negativa,presionado,-1
19576,presionado,Negativa,presionado,-1
19577,presionados,Negativa,presionado,-1
19578,preso,Negativa,preso,-1
19579,presos,Negativa,preso,-1
19580,presuntuosa,Negativa,presuntuos,-1
19581,presuntuosamente,Negativa,presuntuosamente,-1
19582,presuntuosas,Negativa,presuntuosa,-1
19583,presuntuoso,Negativa,presuntuoso,-1
19584,presuntuosos,Negativa,presuntuoso,-1
19585,pretenciosa,Negativa,pretenciosa,-1
19586,pretenciosamente,Negativa,pretenciosamente,-1
19587,pretenciosas,Negativa,pretenciosa,-1
19588,pretencioso,Negativa,pretenciosir,-1
19589,pretenciosos,Negativa,pretencioso,-1
19590,pretender,Negativa,pretender,-1
19591,pretension,Negativa,pretension,-1
19592,prevaricar,Negativa,prevaricar,-1
19593,prevenida,Negativa,prevenido,-1
19594,prevenidas,Negativa,prevenida,-1
19595,prevenido,Negativa,prevenido,-1
19596,prevenidos,Negativa,prevenido,-1
19597,primitiva,Negativa,primitivo,-1
19598,primitivas,Negativa,primitivo,-1
19599,primitivo,Negativa,primitivo,-1
19600,primitivos,Negativa,primitivo,-1
19601,prisa,Negativa,prisa,-1
19602,prision,Negativa,prision,-1
19603,privacion,Negativa,privacion,-1
19604,privada,Negativa,privado,-1
19605,privadas,Negativa,privado,-1
19606,privado,Negativa,privado,-1
19607,privados,Negativa,privado,-1
19608,privar,Negativa,privar,-1
19609,problema,Negativa,problema,-1
19610,problematica,Negativa,problematico,-1
19611,problematicas,Negativa,problematica,-1
19612,problematico,Negativa,problematico,-1
19613,problematicos,Negativa,problematico,-1
19614,problemillas,Negativa,problemilla,-1
19615,problemita,Negativa,problemita,-1
19616,procrastinar,Negativa,procrastinar,-1
19617,profana,Negativa,profano,-1
19618,profanador,Negativa,profanador,-1
19619,profanar,Negativa,profanar,-1
19620,profanas,Negativa,profano,-1
19621,profano,Negativa,profano,-1
19622,profanos,Negativa,profano,-1
19623,prohibida,Negativa,prohibido,-1
19624,prohibidas,Negativa,prohibido,-1
19625,prohibido,Negativa,prohibido,-1
19626,prohibidos,Negativa,prohibido,-1
19627,prohibiendo,Negativa,prohibir,-1
19628,prohibir,Negativa,prohibir,-1
19629,prohibitiva,Negativa,prohibitivo,-1
19630,prohibitivamente,Negativa,prohibitivamente,-1
19631,prohibitivas,Negativa,prohibitiva,-1
19632,prohibitivo,Negativa,prohibitivo,-1
19633,prohibitivos,Negativa,prohibitivo,-1
19634,prolijo,Negativa,prolijo,-1
19635,prolijos,Negativa,prolijo,-1
19636,prolongada,Negativa,prolongado,-1
19637,propaganda,Negativa,propaganda,-1
19638,proscrita,Negativa,proscrito,-1
19639,proscritas,Negativa,proscrito,-1
19640,proscrito,Negativa,proscrito,-1
19641,proscritos,Negativa,proscrito,-1
19642,protesta,Negativa,protesta,-1
19643,protestada,Negativa,protestado,-1
19644,protestadas,Negativa,protestado,-1
19645,protestado,Negativa,protestado,-1
19646,protestados,Negativa,protestado,-1
19647,protestando,Negativa,protestar,-1
19648,protestas,Negativa,protesta,-1
19649,provocacion,Negativa,provocacion,-1
19650,provocador,Negativa,provocador,-1
19651,provocar,Negativa,provocar,-1
19652,provocativa,Negativa,provocativo,-1
19653,provocativas,Negativa,provocativo,-1
19654,provocativo,Negativa,provocativo,-1
19655,provocativos,Negativa,provocativo,-1
19656,proxenetismo,Negativa,proxenetismo,-1
19657,proxenetismos,Negativa,proxenetismos,-1
19658,puñalada,Negativa,puñalado,-1
19659,puñetazo,Negativa,puñetazo,-1
19660,puñetera,Negativa,puñetero,-1
19661,puño,Negativa,puño,-1
19662,puñetazos,Negativa,puñetazo,-1
19663,puños,Negativa,puño,-1
19664,pudrirse,Negativa,pudrir el,-1
19665,puertos,Negativa,puerto,-1
19666,pugnacidad,Negativa,pugnacidad,-1
19667,pugnaz,Negativa,pugnaz,-1
19668,pulla,Negativa,pulla,-1
19669,punitiva,Negativa,punitivo,-1
19670,punitivas,Negativa,punitiva,-1
19671,punitivo,Negativa,punitivo,-1
19672,punitivos,Negativa,punitivo,-1
19673,puntal,Negativa,puntal,-1
19674,punzante,Negativa,punzante,-1
19675,pusilanimes,Negativa,pusilanim,-1
19676,puta,Negativa,puta,-1
19677,putas,Negativa,puta,-1
19678,puto,Negativa,putir,-1
19679,putos,Negativa,puto,-1
19680,queda,Negativa,quedar,-1
19681,queja,Negativa,queja,-1
19682,quejarse,Negativa,quejar el,-1
19683,quejas,Negativa,queja,-1
19684,quemada,Negativa,quemado,-1
19685,quemadas,Negativa,quemado,-1
19686,quemado,Negativa,quemado,-1
19687,quemados,Negativa,quemado,-1
19688,quemar,Negativa,quemar,-1
19689,quisquillosa,Negativa,quisquillos,-1
19690,quisquillosas,Negativa,quisquillosa,-1
19691,quisquilloso,Negativa,quisquilloso,-1
19692,quisquillosos,Negativa,quisquilloso,-1
19693,rabia,Negativa,rabio,-1
19694,rabiosa,Negativa,rabioso,-1
19695,rabiosas,Negativa,rabioso,-1
19696,rabioso,Negativa,rabioso,-1
19697,rabiosos,Negativa,rabioso,-1
19698,racismo,Negativa,racismo,-1
19699,racismos,Negativa,racismo,-1
19700,racista,Negativa,racista,-1
19701,racistas,Negativa,racista,-1
19702,radiactiva,Negativa,radiactiva,-1
19703,radiactivas,Negativa,radiactivo,-1
19704,radiactivo,Negativa,radiactivo,-1
19705,radiactivos,Negativa,radiactivo,-1
19706,radical,Negativa,radical,-1
19707,radicales,Negativa,radical,-1
19708,radicalizacion,Negativa,radicalizacion,-1
19709,radicalmente,Negativa,radicalmente,-1
19710,ralenti,Negativa,ralenti,-1
19711,rampante,Negativa,rampante,-1
19712,rancia,Negativa,rancia,-1
19713,rancias,Negativa,rancia,-1
19714,rancio,Negativa,rancio,-1
19715,rancios,Negativa,rancio,-1
19716,rara,Negativa,raro,-1
19717,raras,Negativa,,-1
19718,rareza,Negativa,rareza,-1
19719,rarezas,Negativa,rareza,-1
19720,raro,Negativa,raro,-1
19721,raros,Negativa,raro,-1
19722,rasgar,Negativa,rasgar,-1
19723,rastrera,Negativa,rastrero,-1
19724,rastreras,Negativa,rastrera,-1
19725,rastrero,Negativa,rastrero,-1
19726,rastreros,Negativa,rastrero,-1
19727,rastrillada,Negativa,rastrillado,-1
19728,rayada,Negativa,rayado,-1
19729,rayadas,Negativa,rayado,-1
19730,rayado,Negativa,rayado,-1
19731,rayados,Negativa,rayado,-1
19732,rayar,Negativa,rayar,-1
19733,reñir,Negativa,reñir,-1
19734,reaccionaria,Negativa,reaccionario,-1
19735,reaccionarias,Negativa,reaccionario,-1
19736,reaccionario,Negativa,reaccionario,-1
19737,reaccionarios,Negativa,reaccionario,-1
19738,reacia,Negativa,reacia,-1
19739,reacias,Negativa,reacio,-1
19740,reacio,Negativa,reacio,-1
19741,reacios,Negativa,reacio,-1
19742,rebelde,Negativa,rebelde,-1
19743,rebotada,Negativa,rebotado,-1
19744,rebotadas,Negativa,rebotada,-1
19745,rebotado,Negativa,rebotado,-1
19746,rebotados,Negativa,rebotado,-1
19747,rebuscadas,Negativa,rebuscada,-1
19748,recaida,Negativa,recaida,-1
19749,recalcitrante,Negativa,recalcitrante,-1
19750,recelo,Negativa,recelo,-1
19751,recelos,Negativa,recelo,-1
19752,recelosa,Negativa,receloso,-1
19753,recelosas,Negativa,receloso,-1
19754,receloso,Negativa,receloso,-1
19755,recelosos,Negativa,receloso,-1
19756,recesion,Negativa,recesion,-1
19757,rechaza,Negativa,rechazar,-1
19758,rechazada,Negativa,rechazado,-1
19759,rechazadas,Negativa,rechazado,-1
19760,rechazado,Negativa,rechazado,-1
19761,rechazados,Negativa,rechazado,-1
19762,rechazar,Negativa,rechazar,-1
19763,rechazo,Negativa,rechazo,-1
19764,rechazos,Negativa,rechazo,-1
19765,recursos,Negativa,recurso,-1
19766,redundancia,Negativa,redundancia,-1
19767,redundante,Negativa,redundante,-1
19768,refriega,Negativa,refriega,-1
19769,refuta,Negativa,refutar,-1
19770,refutacion,Negativa,refutacion,-1
19771,refutada,Negativa,refutado,-1
19772,refutando,Negativa,refutar,-1
19773,refutar,Negativa,refutar,-1
19774,regañadientes,Negativa,regañadient,-1
19775,regañarse,Negativa,regañar el,-1
19776,regaño,Negativa,regaño,-1
19777,regaños,Negativa,regaño,-1
19778,regatear,Negativa,regatear,-1
19779,regodeo,Negativa,regodeo,-1
19780,regodeos,Negativa,regodeo,-1
19781,regresion,Negativa,regresion,-1
19782,regresiva,Negativa,regresivo,-1
19783,regresivas,Negativa,regresiva,-1
19784,regresivo,Negativa,regresivo,-1
19785,regresivos,Negativa,regresivo,-1
19786,rehen,Negativa,rehen,-1
19787,rehuir,Negativa,rehuir,-1
19788,rejilla,Negativa,rejilla,-1
19789,relajarse,Negativa,relajar el,-1
19790,reluctante,Negativa,reluctante,-1
19791,remordimiento,Negativa,remordimiento,-1
19792,remordimientos,Negativa,remordimiento,-1
19793,remota,Negativa,remoto,-1
19794,remotas,Negativa,remoto,-1
19795,remoto,Negativa,remoto,-1
19796,remotos,Negativa,remoto,-1
19797,rencor,Negativa,rencor,-1
19798,rencores,Negativa,rencor,-1
19799,rendida,Negativa,rendido,-1
19800,rendidas,Negativa,rendido,-1
19801,rendido,Negativa,rendido,-1
19802,rendidos,Negativa,rendido,-1
19803,rendirse,Negativa,rendir el,-1
19804,renuencia,Negativa,renuencia,-1
19805,renuente,Negativa,renuente,-1
19806,renuncia,Negativa,renunciar,-1
19807,renunciar,Negativa,renunciar,-1
19808,reojo,Negativa,reogir,-1
19809,reojos,Negativa,reojo,-1
19810,reparos,Negativa,reparo,-1
19811,repeler,Negativa,repeler,-1
19812,repetitiva,Negativa,repetitivo,-1
19813,repetitivas,Negativa,repetitiva,-1
19814,repetitivo,Negativa,repetitivo,-1
19815,repetitivos,Negativa,repetitivo,-1
19816,reprender,Negativa,reprender,-1
19817,reprensible,Negativa,reprensible,-1
19818,reprension,Negativa,reprension,-1
19819,represalias,Negativa,represalia,-1
19820,represion,Negativa,represion,-1
19821,represiva,Negativa,represivo,-1
19822,represivas,Negativa,represivo,-1
19823,represivo,Negativa,represivo,-1
19824,represivos,Negativa,represivo,-1
19825,reprimenda,Negativa,reprimendo,-1
19826,reprimir,Negativa,reprimir,-1
19827,reprobacion,Negativa,reprobacion,-1
19828,reproche,Negativa,reproche,-1
19829,reproches,Negativa,reproche,-1
19830,repudiar,Negativa,repudiar,-1
19831,repudio,Negativa,repudio,-1
19832,repudios,Negativa,repudio,-1
19833,repugnancia,Negativa,repugnancia,-1
19834,repugnante,Negativa,repugnante,-1
19835,repugnantemente,Negativa,repugnantemente,-1
19836,repugnar,Negativa,repugnar,-1
19837,repulsiva,Negativa,repulsivo,-1
19838,repulsivamente,Negativa,repulsivamente,-1
19839,repulsivas,Negativa,repulsiva,-1
19840,repulsivo,Negativa,repulsivo,-1
19841,repulsivos,Negativa,repulsivo,-1
19842,resabiada,Negativa,resabiado,-1
19843,resabiadas,Negativa,resabiado,-1
19844,resabiado,Negativa,resabiado,-1
19845,resabiados,Negativa,resabiado,-1
19846,resentida,Negativa,resentido,-1
19847,resentidas,Negativa,resentido,-1
19848,resentido,Negativa,resentido,-1
19849,resentidos,Negativa,resentido,-1
19850,resentimiento,Negativa,resentimiento,-1
19851,resentimientos,Negativa,resentimiento,-1
19852,resentirse,Negativa,resentir el,-1
19853,reservada,Negativa,reservado,-1
19854,reservadas,Negativa,reservado,-1
19855,reservado,Negativa,reservado,-1
19856,reservados,Negativa,reservado,-1
19857,residuos,Negativa,residuo,-1
19858,resignada,Negativa,resignado,-1
19859,resignadas,Negativa,resignado,-1
19860,resignado,Negativa,resignado,-1
19861,resignados,Negativa,resignado,-1
19862,resistencia,Negativa,resistencia,-1
19863,restriccion,Negativa,restriccion,-1
19864,restrictiva,Negativa,restrictivo,-1
19865,restrictivas,Negativa,restrictivo,-1
19866,restrictivo,Negativa,restrictivo,-1
19867,restrictivos,Negativa,restrictivo,-1
19868,restringida,Negativa,restringido,-1
19869,restringidas,Negativa,restringido,-1
19870,restringido,Negativa,restringido,-1
19871,restringidos,Negativa,restringido,-1
19872,restringir,Negativa,restringir,-1
19873,resurgente,Negativa,resurgente,-1
19874,retarda,Negativa,retardar,-1
19875,retardada,Negativa,retardado,-1
19876,retardadas,Negativa,retardada,-1
19877,retardado,Negativa,retardado,-1
19878,retardados,Negativa,retardado,-1
19879,retardar,Negativa,retardar,-1
19880,retardo,Negativa,retardo,-1
19881,retardos,Negativa,retardo,-1
19882,retenciones,Negativa,retencion,-1
19883,reticente,Negativa,reticente,-1
19884,retirarse,Negativa,retirar el,-1
19885,retorcerse,Negativa,retorcer el,-1
19886,retorcida,Negativa,retorcido,-1
19887,retorcidas,Negativa,retorcido,-1
19888,retorcido,Negativa,retorcido,-1
19889,retorcidos,Negativa,retorcido,-1
19890,retorica,Negativa,retorico,-1
19891,retoricas,Negativa,retorica,-1
19892,retorico,Negativa,retorico,-1
19893,retoricos,Negativa,retorico,-1
19894,retractar,Negativa,retractar,-1
19895,retraer,Negativa,retraer,-1
19896,retrasa,Negativa,retrasar,-1
19897,retrasada,Negativa,retrasado,-1
19898,retrasadas,Negativa,retrasado,-1
19899,retrasado,Negativa,retrasado,-1
19900,retrasados,Negativa,retrasado,-1
19901,retrasar,Negativa,retrasar,-1
19902,retrasas,Negativa,retrasa,-1
19903,retraso,Negativa,retraso,-1
19904,retrasos,Negativa,retraso,-1
19905,retrocesa,Negativa,retroces,-1
19906,retrocesas,Negativa,retrocesa,-1
19907,retroceso,Negativa,retroceso,-1
19908,retrocesos,Negativa,retroceso,-1
19909,revertir,Negativa,revertir,-1
19910,reves,Negativa,rev,-1
19911,revocar,Negativa,revocar,-1
19912,revolcar,Negativa,revolcar,-1
19913,revoltosa,Negativa,revoltos,-1
19914,revoltosas,Negativa,revoltosa,-1
19915,revoltoso,Negativa,revoltoso,-1
19916,revoltosos,Negativa,revoltoso,-1
19917,revuelta,Negativa,revuelta,-1
19918,revueltas,Negativa,revuelta,-1
19919,revuelto,Negativa,revuelto,-1
19920,revueltos,Negativa,revuelto,-1
19921,revulsion,Negativa,revulsion,-1
19922,revulsiva,Negativa,revulsivo,-1
19923,revulsivas,Negativa,revulsiva,-1
19924,revulsivo,Negativa,revulsivo,-1
19925,revulsivos,Negativa,revulsivo,-1
19926,rezagada,Negativa,rezagado,-1
19927,rezagadas,Negativa,rezagada,-1
19928,rezagado,Negativa,rezagado,-1
19929,rezagados,Negativa,rezagado,-1
19930,rezagarse,Negativa,rezagar el,-1
19931,riña,Negativa,riña,-1
19932,ridicula,Negativa,ridicular,-1
19933,ridiculamente,Negativa,ridiculamente,-1
19934,ridiculas,Negativa,ridicula,-1
19935,ridiculiza,Negativa,ridiculiza,-1
19936,ridiculizar,Negativa,ridiculizar,-1
19937,ridiculo,Negativa,ridiculo,-1
19938,ridiculos,Negativa,ridicu el,-1
19939,riesga,Negativa,riesga,-1
19940,riesgas,Negativa,riesga,-1
19941,riesgo,Negativa,riesgo,-1
19942,riesgos,Negativa,riesgo,-1
19943,rigida,Negativa,rigido,-1
19944,rigidas,Negativa,rigida,-1
19945,rigidez,Negativa,rigidez,-1
19946,rigido,Negativa,rigido,-1
19947,rigidos,Negativa,rigido,-1
19948,rigurosa,Negativa,riguroso,-1
19949,rigurosas,Negativa,riguroso,-1
19950,riguroso,Negativa,riguroso,-1
19951,rigurosos,Negativa,riguroso,-1
19952,rimbombante,Negativa,rimbombante,-1
19953,rival,Negativa,rival,-1
19954,rivalidad,Negativa,rivalidad,-1
19955,rizo,Negativa,rizo,-1
19956,rizos,Negativa,rizo,-1
19957,robada,Negativa,robado,-1
19958,robadas,Negativa,robado,-1
19959,robado,Negativa,robado,-1
19960,robados,Negativa,robado,-1
19961,robar,Negativa,robar,-1
19962,robo,Negativa,robo,-1
19963,robos,Negativa,robo,-1
19964,rocosa,Negativa,rocoso,-1
19965,rocosas,Negativa,rocosa,-1
19966,rocoso,Negativa,rocoso,-1
19967,rocosos,Negativa,rocoso,-1
19968,rollaza,Negativa,rollazar,-1
19969,rollazas,Negativa,rollaza,-1
19970,rollazo,Negativa,rollazo,-1
19971,rollazos,Negativa,rollazo,-1
19972,rollete,Negativa,rollete,-1
19973,rollo,Negativa,rollo,-1
19974,rollos,Negativa,rollo,-1
19975,romper,Negativa,romper,-1
19976,rota,Negativa,roto,-1
19977,rotas,Negativa,roto,-1
19978,roto,Negativa,roto,-1
19979,rotos,Negativa,roto,-1
19980,royenda,Negativa,royendar,-1
19981,royendas,Negativa,royenda,-1
19982,royendo,Negativa,roir,-1
19983,roza,Negativa,rozar,-1
19984,rozar,Negativa,rozar,-1
19985,rufian,Negativa,rufiar,-1
19986,ruido,Negativa,ruido,-1
19987,ruidos,Negativa,ruido,-1
19988,ruidosa,Negativa,ruidoso,-1
19989,ruidosas,Negativa,ruidoso,-1
19990,ruidoso,Negativa,ruidoso,-1
19991,ruidosos,Negativa,ruidoso,-1
19992,ruin,Negativa,ruin,-1
19993,ruina,Negativa,ruina,-1
19994,ruinas,Negativa,ruina,-1
19995,ruinosa,Negativa,ruinos,-1
19996,ruinosas,Negativa,ruinosa,-1
19997,ruinoso,Negativa,ruinoso,-1
19998,ruinosos,Negativa,ruinoso,-1
19999,rumor,Negativa,rumor,-1
20000,rumores,Negativa,rumor,-1
20001,ruptura,Negativa,ruptura,-1
20002,rupturas,Negativa,ruptura,-1
20003,sabotear,Negativa,sabotear,-1
20004,saciar,Negativa,saciar,-1
20005,sacrificada,Negativa,sacrificado,-1
20006,sacrificadas,Negativa,sacrificada,-1
20007,sacrificado,Negativa,sacrificado,-1
20008,sacrificados,Negativa,sacrificado,-1
20009,sacudida,Negativa,sacudido,-1
20010,sacudir,Negativa,sacudir,-1
20011,salaz,Negativa,salaz,-1
20012,salpicar,Negativa,salpicar,-1
20013,salvaje,Negativa,salvaje,-1
20014,salvajemente,Negativa,salvajemente,-1
20015,salvajes,Negativa,salvaje,-1
20016,salvajismo,Negativa,salvajismo,-1
20017,salvajismos,Negativa,salvajismos,-1
20018,sandez,Negativa,sandez,-1
20019,sangra,Negativa,sangra,-1
20020,sangrar,Negativa,sangrar,-1
20021,sangria,Negativa,sangrio,-1
20022,sangrienta,Negativa,sangriento,-1
20023,sangrientas,Negativa,sangriento,-1
20024,sangriento,Negativa,sangriento,-1
20025,sangrientos,Negativa,sangriento,-1
20026,sanguijuela,Negativa,sanguijuela,-1
20027,sanguinaria,Negativa,sanguinario,-1
20028,sanguinarias,Negativa,sanguinario,-1
20029,sanguinario,Negativa,sanguinario,-1
20030,sanguinarios,Negativa,sanguinario,-1
20031,saqueador,Negativa,saqueador,-1
20032,saquear,Negativa,saquear,-1
20033,saqueo,Negativa,saqueo,-1
20034,saqueos,Negativa,saqueo,-1
20035,sarcasmo,Negativa,sarcasmo,-1
20036,sarcasmos,Negativa,sarcasmo,-1
20037,sarcastica,Negativa,sarcastica,-1
20038,sarcasticamente,Negativa,sarcasticamente,-1
20039,sarcasticas,Negativa,sarcastica,-1
20040,sarcastico,Negativa,sarcastico,-1
20041,sarcasticos,Negativa,sarcastico,-1
20042,sardonica,Negativa,sardonico,-1
20043,sardonicamente,Negativa,sardonicamente,-1
20044,sardonicas,Negativa,sardonica,-1
20045,sardonico,Negativa,sardonico,-1
20046,sardonicos,Negativa,sardonico,-1
20047,satirica,Negativa,satirico,-1
20048,satiricas,Negativa,satirica,-1
20049,satirico,Negativa,satirico,-1
20050,satiricos,Negativa,satirico,-1
20051,satirizar,Negativa,satirizar,-1
20052,seca,Negativa,seco,-1
20053,secas,Negativa,seco,-1
20054,seco,Negativa,seco,-1
20055,secos,Negativa,seco,-1
20056,secuaz,Negativa,secuaz,-1
20057,secundon,Negativa,secundon,-1
20058,sedentaria,Negativa,sedentario,-1
