,sentence,sentiment
20998,beneficios,Positiva
20999,beneficiosa,Positiva
21000,beneficiosamente,Positiva
21001,beneficiosas,Positiva
21002,beneficioso,Positiva
21003,beneficiosos,Positiva
21004,benefico,Positiva
21005,beneficos,Positiva
21006,benevola,Positiva
21007,benevolas,Positiva
21008,benevolencia,Positiva
21009,benevolente,Positiva
21010,benevolentes,Positiva
21011,benevolo,Positiva
21012,benevolos,Positiva
21013,bien,Positiva
21014,bienestar,Positiva
21015,bienvenida,Positiva
21016,bienvenidas,Positiva
21017,bienvenido,Positiva
21018,bienvenidos,Positiva
21019,bollo,Positiva
21020,bondad,Positiva
21021,bondades,Positiva
21022,bondadosa,Positiva
21023,bondadosas,Positiva
21024,bondadoso,Positiva
21025,bondadosos,Positiva
21026,bonitamente,Positiva
21027,bonos,Positiva
21028,boyante,Positiva
21029,boyantes,Positiva
21030,bravo,Positiva
21031,brilla,Positiva
21032,brillante,Positiva
21033,brillanteces,Positiva
21034,brillantes,Positiva
21035,brillantez,Positiva
21036,brillar,Positiva
21037,brillo,Positiva
21038,brio,Positiva
21039,brisa,Positiva
21040,buena,Positiva
21041,buenas,Positiva
21042,bueno,Positiva
21043,buenos,Positiva
21044,caballerosa,Positiva
21045,caballerosas,Positiva
21046,caballeroso,Positiva
21047,caballerosos,Positiva
21048,calida,Positiva
21049,calidas,Positiva
21050,calido,Positiva
21051,calidos,Positiva
21052,caliente,Positiva
21053,calientes,Positiva
21054,calma,Positiva
21055,calmante,Positiva
21056,calmar,Positiva
21057,calor,Positiva
21058,calores,Positiva
21059,calurosamente,Positiva
21060,campeon,Positiva
21061,campeona,Positiva
21062,campeonas,Positiva
21063,campeones,Positiva
21064,capacidad,Positiva
21065,capacidades,Positiva
21066,capaz,Positiva
21067,capaces,Positiva
21068,caramba,Positiva
21069,cariño,Positiva
21070,cariñosa,Positiva
21071,cariñoso,Positiva
21072,carisma,Positiva
21073,carismatica,Positiva
21074,carismatico,Positiva
21075,caritativa,Positiva
21076,caritativas,Positiva
21077,caritativo,Positiva
21078,caritativos,Positiva
21079,casto,Positiva
21080,cautivador,Positiva
21081,cautivadora,Positiva
21082,cautivadoras,Positiva
21083,cautivadores,Positiva
21084,cautivados,Positiva
21085,cautivante,Positiva
21086,cautivantes,Positiva
21087,cautivar,Positiva
21088,celebracion,Positiva
21089,celebraciones,Positiva
21090,celebrado,Positiva
21091,celebrar,Positiva
21092,celestial,Positiva
21093,celestiales,Positiva
21094,cenit,Positiva
21095,cielo,Positiva
21096,ciertamente,Positiva
21097,civilidad,Positiva
21098,civilizar,Positiva
21099,clasico,Positiva
21100,coherencia,Positiva
21101,coherente,Positiva
21102,coherentes,Positiva
21103,cohesiva,Positiva
21104,cohesivas,Positiva
21105,cohesivo,Positiva
21106,cohesivos,Positiva
21107,cojonuda,Positiva
21108,cojonudas,Positiva
21109,cojonudo,Positiva
21110,cojonudos,Positiva
21111,comedida,Positiva
21112,comedidas,Positiva
21113,comedido,Positiva
21114,comedidos,Positiva
21115,comoda,Positiva
21116,comodamente,Positiva
21117,comodas,Positiva
21118,comodidad,Positiva
21119,comodidades,Positiva
21120,comodo,Positiva
21121,comodos,Positiva
21122,compacta,Positiva
21123,compactas,Positiva
21124,compacto,Positiva
21125,compactos,Positiva
21126,compasion,Positiva
21127,compasiones,Positiva
21128,compasivo,Positiva
21129,compatible,Positiva
21130,competente,Positiva
21131,competentemente,Positiva
21132,competentes,Positiva
21133,competitiva,Positiva
21134,competitivas,Positiva
21135,competitivo,Positiva
21136,competitivos,Positiva
21137,complementa,Positiva
21138,complementado,Positiva
21139,complementados,Positiva
21140,complementar,Positiva
21141,complementaria,Positiva
21142,complementarias,Positiva
21143,complementario,Positiva
21144,complementarios,Positiva
21145,comprensible,Positiva
21146,comprension,Positiva
21147,comprensiones,Positiva
21148,compromiso,Positiva
21149,compromisos,Positiva
21150,concienzuda,Positiva
21151,concienzudas,Positiva
21152,concienzudo,Positiva
21153,concienzudos,Positiva
21154,conciliador,Positiva
21155,conciliadora,Positiva
21156,conciliadoras,Positiva
21157,conciliadores,Positiva
21158,conciliar,Positiva
21159,conciliares,Positiva
21160,concisa,Positiva
21161,concisas,Positiva
21162,conciso,Positiva
21163,concisos,Positiva
21164,conducir,Positiva
21165,conectada,Positiva
21166,conectadas,Positiva
21167,conectado,Positiva
21168,conectados,Positiva
21169,confiable,Positiva
21170,confianda,Positiva
21171,confiandas,Positiva
21172,confiando,Positiva
21173,confiandos,Positiva
21174,confianza,Positiva
21175,confiar,Positiva
21176,confortable,Positiva
21177,confortables,Positiva
21178,congenial,Positiva
21179,congratulatorio,Positiva
21180,conmovedor,Positiva
21181,conmovedoramente,Positiva
21182,conmovedores,Positiva
21183,conocida,Positiva
21184,conocidas,Positiva
21185,conocido,Positiva
21186,conocidos,Positiva
21187,consagrada,Positiva
21188,consagradas,Positiva
21189,consagrado,Positiva
21190,consagrados,Positiva
21191,consecuentemente,Positiva
21192,conseguible,Positiva
21193,consideracion,Positiva
21194,consideraciones,Positiva
21195,considerada,Positiva
21196,consideradas,Positiva
21197,considerado,Positiva
21198,considerados,Positiva
21199,considerar,Positiva
21200,consistente,Positiva
21201,consistentes,Positiva
21202,consolador,Positiva
21203,constancia,Positiva
21204,constructiva,Positiva
21205,constructivo,Positiva
21206,consuelo,Positiva
21207,consuelos,Positiva
21208,consumada,Positiva
21209,consumado,Positiva
21210,contenta,Positiva
21211,contentamiento,Positiva
21212,contentas,Positiva
21213,contento,Positiva
21214,contentos,Positiva
21215,continuidad,Positiva
21216,contribucion,Positiva
21217,contribuciones,Positiva
21218,conveniencia,Positiva
21219,conveniencias,Positiva
21220,conveniente,Positiva
21221,convenientemente,Positiva
21222,convenientes,Positiva
21223,convincente,Positiva
21224,convincentemente,Positiva
21225,convincentes,Positiva
21226,cool,Positiva
21227,cooperativa,Positiva
21228,cooperativamente,Positiva
21229,cooperativas,Positiva
21230,coraje,Positiva
21231,correcta,Positiva
21232,correctamente,Positiva
21233,correctas,Positiva
21234,correcto,Positiva
21235,correctos,Positiva
21236,corregir,Positiva
21237,corte,Positiva
21238,cortejar,Positiva
21239,cortes,Positiva
21240,cortesia,Positiva
21241,cosquillas,Positiva
21242,cosquilleo,Positiva
21243,creativa,Positiva
21244,creativas,Positiva
21245,creativo,Positiva
21246,creativos,Positiva
21247,crecimiento,Positiva
21248,crecimientos,Positiva
21249,credito,Positiva
21250,creditos,Positiva
21251,creible,Positiva
21252,creibles,Positiva
21253,cuerda,Positiva
21254,cuerdas,Positiva
21255,cuerdo,Positiva
21256,cuerdos,Positiva
21257,cumplida,Positiva
21258,cumplidas,Positiva
21259,cumplido,Positiva
21260,cumplidos,Positiva
21261,cumplimiento,Positiva
21262,cumplimientos,Positiva
21263,curar,Positiva
21264,curiosamente,Positiva
21265,decencia,Positiva
21266,decencias,Positiva
21267,decente,Positiva
21268,decentes,Positiva
21269,decision,Positiva
21270,decisiones,Positiva
21271,decisiva,Positiva
21272,decisivas,Positiva
21273,decisivo,Positiva
21274,decisivos,Positiva
21275,dedicada,Positiva
21276,dedicadas,Positiva
21277,dedicado,Positiva
21278,dedicados,Positiva
21279,defender,Positiva
21280,defensor,Positiva
21281,defensores,Positiva
21282,deferencia,Positiva
21283,deleitar,Positiva
21284,deleitare,Positiva
21285,deleitarse,Positiva
21286,delicada,Positiva
21287,delicadas,Positiva
21288,delicadeza,Positiva
21289,delicado,Positiva
21290,delicados,Positiva
21291,deliciosa,Positiva
21292,deliciosamente,Positiva
21293,deliciosas,Positiva
21294,delicioso,Positiva
21295,deliciosos,Positiva
21296,deportiva,Positiva
21297,deportivas,Positiva
21298,deportivo,Positiva
21299,deportivos,Positiva
21300,derecho,Positiva
21301,derechos,Positiva
21302,derrotada,Positiva
21303,derrotadas,Positiva
21304,derrotado,Positiva
21305,derrotados,Positiva
21306,derrotando,Positiva
21307,derrotar,Positiva
21308,derrotare,Positiva
21309,derrotas,Positiva
21310,deseable,Positiva
21311,deseables,Positiva
21312,deseando,Positiva
21313,deseoso,Positiva
21314,deseosos,Positiva
21315,deslumbrado,Positiva
21316,deslumbrados,Positiva
21317,deslumbrante,Positiva
21318,deslumbrar,Positiva
21319,desmontable,Positiva
21320,desmontables,Positiva
21321,despeja,Positiva
21322,despreocupada,Positiva
21323,despreocupadas,Positiva
21324,despreocupado,Positiva
21325,despreocupados,Positiva
21326,destaca,Positiva
21327,destacado,Positiva
21328,destacados,Positiva
21329,destino,Positiva
21330,destinos,Positiva
21331,destreza,Positiva
21332,devota,Positiva
21333,devotas,Positiva
21334,devoto,Positiva
21335,devotos,Positiva
21336,dicha,Positiva
21337,dichosamente,Positiva
21338,diestra,Positiva
21339,diestras,Positiva
21340,diestro,Positiva
21341,diestros,Positiva
21342,digna,Positiva
21343,dignas,Positiva
21344,dignidad,Positiva
21345,dignidades,Positiva
21346,dignificar,Positiva
21347,digno,Positiva
21348,dignos,Positiva
21349,diligencia,Positiva
21350,diligencias,Positiva
21351,diligente,Positiva
21352,diligentemente,Positiva
21353,diligentes,Positiva
21354,dinamica,Positiva
21355,dinamismo,Positiva
21356,diplomatica,Positiva
21357,diplomaticas,Positiva
21358,diplomatico,Positiva
21359,diplomaticos,Positiva
21360,direccion,Positiva
21361,direcciones,Positiva
21362,disfruta,Positiva
21363,disfrutado,Positiva
21364,disfrutando,Positiva
21365,disfrutar,Positiva
21366,disfrutas,Positiva
21367,disfrute,Positiva
21368,disminuyo,Positiva
21369,dismir,Positiva
21370,disolvente,Positiva
21371,disolventes,Positiva
21372,disponible,Positiva
21373,disponibles,Positiva
21374,dispuesto,Positiva
21375,dispuestos,Positiva
21376,distincion,Positiva
21377,distinciones,Positiva
21378,distinguida,Positiva
21379,distinguidas,Positiva
21380,distinguido,Positiva
21381,distinguidos,Positiva
21382,distintivo,Positiva
21383,distintivos,Positiva
21384,diversificado,Positiva
21385,diversificados,Positiva
21386,diversion,Positiva
21387,diversiones,Positiva
21388,divertida,Positiva
21389,divertidas,Positiva
21390,divertido,Positiva
21391,divertidos,Positiva
21392,divertir,Positiva
21393,divina,Positiva
21394,divinamente,Positiva
21395,divinas,Positiva
21396,divino,Positiva
21397,divinos,Positiva
21398,dorada,Positiva
21399,doradas,Positiva
21400,dorado,Positiva
21401,dorados,Positiva
21402,dotada,Positiva
21403,dotadas,Positiva
21404,dotado,Positiva
21405,dotados,Positiva
21406,dulce,Positiva
21407,dulcemente,Positiva
21408,dulces,Positiva
21409,dulzura,Positiva
21410,dulzuras,Positiva
21411,durable,Positiva
21412,durables,Positiva
21413,duradera,Positiva
21414,duraderas,Positiva
21415,duradero,Positiva
21416,duraderos,Positiva
21417,eclipsar,Positiva
21418,eclipsare,Positiva
21419,economico,Positiva
21420,economicos,Positiva
21421,edificante,Positiva
21422,edificantes,Positiva
21423,edificar,Positiva
21424,educada,Positiva
21425,educadas,Positiva
21426,educado,Positiva
21427,educados,Positiva
21428,eficacia,Positiva
21429,eficacias,Positiva
21430,eficaz,Positiva
21431,eficaces,Positiva
21432,eficazmente,Positiva
21433,eficiente,Positiva
21434,eficientemente,Positiva
21435,eficientes,Positiva
21436,efusion,Positiva
21437,efusiva,Positiva
21438,efusivamente,Positiva
21439,efusivas,Positiva
21440,efusividad,Positiva
21441,efusivo,Positiva
21442,efusivos,Positiva
21443,ejemplar,Positiva
21444,elacion,Positiva
21445,electrizante,Positiva
21446,elegancia,Positiva
21447,elegancias,Positiva
21448,elegante,Positiva
21449,elegantemente,Positiva
21450,elegantes,Positiva
21451,elevacion,Positiva
21452,elevaciones,Positiva
21453,elevar,Positiva
21454,elite,Positiva
21455,elites,Positiva
21456,elocuencia,Positiva
21457,elocuente,Positiva
21458,elocuentemente,Positiva
21459,elocuentes,Positiva
21460,elogiar,Positiva
21461,elogiosamente,Positiva
21462,embelesada,Positiva
21463,embelesadas,Positiva
21464,embelesado,Positiva
21465,embelesados,Positiva
21466,embellecer,Positiva
21467,eminencia,Positiva
21468,eminencias,Positiva
21469,eminente,Positiva
21470,emocion,Positiva
21471,emocionada,Positiva
21472,emocionadas,Positiva
21473,emocionado,Positiva
21474,emocionados,Positiva
21475,emocionante,Positiva
21476,emocionantemente,Positiva
21477,emocionantes,Positiva
21478,emociones,Positiva
21479,empatia,Positiva
21480,empatica,Positiva
21481,empaticas,Positiva
21482,empatico,Positiva
21483,empaticos,Positiva
21484,empatizar,Positiva
21485,empoderamiento,Positiva
21486,emprendedor,Positiva
21487,encantada,Positiva
21488,encantadas,Positiva
21489,encantado,Positiva
21490,encantador,Positiva
21491,encantadora,Positiva
21492,encantadoramente,Positiva
21493,encantadoras,Positiva
21494,encantados,Positiva
21495,encantar,Positiva
21496,encanto,Positiva
21497,encantos,Positiva
21498,encendedor,Positiva
21499,encomendar,Positiva
21500,encomiable,Positiva
21501,encomiables,Positiva
21502,enderezar,Positiva
21503,endeudada,Positiva
21504,endeudadas,Positiva
21505,endeudado,Positiva
21506,endeudados,Positiva
21507,endiosada,Positiva
21508,endiosado,Positiva
21509,endiosados,Positiva
21510,endulzar,Positiva
21511,energetica,Positiva
21512,energeticas,Positiva
21513,energetico,Positiva
21514,energeticos,Positiva
21515,energizar,Positiva
21516,engatusar,Positiva
21517,enriquecer,Positiva
21518,enriquecimiento,Positiva
21519,ensalzar,Positiva
21520,entrañable,Positiva
21521,entrañables,Positiva
21522,entretener,Positiva
21523,entretenida,Positiva
21524,entretenidas,Positiva
21525,entretenido,Positiva
21526,entretenidos,Positiva
21527,entretiene,Positiva
21528,entusiasmada,Positiva
21529,entusiasmadas,Positiva
21530,entusiasmado,Positiva
21531,entusiasmados,Positiva
21532,entusiasmar,Positiva
21533,entusiasmo,Positiva
21534,entusiasta,Positiva
21535,entusiastas,Positiva
21536,envalentonar,Positiva
21537,envidiable,Positiva
21538,envidiablemente,Positiva
21539,envidiables,Positiva
21540,equilibrada,Positiva
21541,equilibradas,Positiva
21542,equilibrado,Positiva
21543,equilibrados,Positiva
21544,equilibrio,Positiva
21545,equilibrios,Positiva
21546,equitativo,Positiva
21547,equitativos,Positiva
21548,ergonomica,Positiva
21549,ergonomicas,Positiva
21550,ergonomico,Positiva
21551,ergonomicos,Positiva
21552,erudito,Positiva
21553,eruditos,Positiva
21554,escenico,Positiva
21555,escenicos,Positiva
21556,esclarecedor,Positiva
21557,espaciosisimo,Positiva
21558,espacioso,Positiva
21559,espaciosos,Positiva
21560,espaldarazo,Positiva
21561,espectacular,Positiva
21562,espectacularmente,Positiva
21563,esperanzada,Positiva
21564,esperanzadas,Positiva
21565,esperanzado,Positiva
21566,esperanzados,Positiva
21567,espiritual,Positiva
21568,esplendida,Positiva
21569,esplendidamente,Positiva
21570,esplendidas,Positiva
21571,esplendido,Positiva
21572,esplendidos,Positiva
21573,esplendor,Positiva
21574,espontanea,Positiva
21575,espontaneas,Positiva
21576,espontaneo,Positiva
21577,espontaneos,Positiva
21578,espumosa,Positiva
21579,espumosas,Positiva
21580,espumoso,Positiva
21581,espumosos,Positiva
21582,estabilidad,Positiva
21583,estabilizar,Positiva
21584,estable,Positiva
21585,estables,Positiva
21586,estatuario,Positiva
21587,estelar,Positiva
21588,estilizada,Positiva
21589,estilizadas,Positiva
21590,estilizado,Positiva
21591,estilizados,Positiva
21592,estilosa,Positiva
21593,estilosas,Positiva
21594,estiloso,Positiva
21595,estilosos,Positiva
21596,estimula,Positiva
21597,estimulante,Positiva
21598,estimular,Positiva
21599,estimulas,Positiva
21600,estimulo,Positiva
21601,estimulos,Positiva
21602,estupefacto,Positiva
21603,estupefactos,Positiva
21604,estupenda,Positiva
21605,estupendamente,Positiva
21606,estupendas,Positiva
21607,estupendo,Positiva
21608,estupendos,Positiva
21609,eterna,Positiva
21610,eternas,Positiva
21611,eterno,Positiva
21612,eternos,Positiva
21613,etico,Positiva
21614,eticos,Positiva
21615,euforia,Positiva
21616,euforica,Positiva
21617,euforicamente,Positiva
21618,euforicas,Positiva
21619,euforico,Positiva
21620,euforicos,Positiva
21621,evaluativa,Positiva
21622,evaluativas,Positiva
21623,evaluativo,Positiva
21624,evaluativos,Positiva
21625,evocador,Positiva
21626,exacta,Positiva
21627,exactamente,Positiva
21628,exactas,Positiva
21629,exacto,Positiva
21630,exactos,Positiva
21631,exceder,Positiva
21632,excedida,Positiva
21633,excedidas,Positiva
21634,excedido,Positiva
21635,excedidos,Positiva
21636,excelencia,Positiva
21637,excelente,Positiva
21638,excepcional,Positiva
21639,excepcionales,Positiva
21640,excepcionalmente,Positiva
21641,excitacion,Positiva
21642,excitaciones,Positiva
21643,excitada,Positiva
21644,excitadas,Positiva
21645,excitado,Positiva
21646,excitados,Positiva
21647,excitante,Positiva
21648,excitantemente,Positiva
21649,excitar,Positiva
21650,exhaustiva,Positiva
21651,exhaustivas,Positiva
21652,exhaustivo,Positiva
21653,exhaustivos,Positiva
21654,exito,Positiva
21655,exitos,Positiva
21656,exitoso,Positiva
21657,exonerar,Positiva
21658,expansiva,Positiva
21659,expansivas,Positiva
21660,expansivo,Positiva
21661,expansivos,Positiva
21662,expedita,Positiva
21663,expeditas,Positiva
21664,experta,Positiva
21665,expertamente,Positiva
21666,expertas,Positiva
21667,experto,Positiva
21668,expertos,Positiva
21669,exquisita,Positiva
21670,exquisitamente,Positiva
21671,exquisitas,Positiva
21672,exquisito,Positiva
21673,exquisitos,Positiva
21674,extasiada,Positiva
21675,extasiadas,Positiva
21676,extasiado,Positiva
21677,extasiados,Positiva
21678,extasiar,Positiva
21679,extasis,Positiva
21680,extaticamente,Positiva
21681,extatico,Positiva
21682,extaticos,Positiva
21683,extraordinariamente,Positiva
21684,extraordinario,Positiva
21685,exuberancia,Positiva
21686,exuberancias,Positiva
21687,exuberante,Positiva
21688,exuberantemente,Positiva
21689,exultacion,Positiva
21690,exultante,Positiva
21691,exultantes,Positiva
21692,exultar,Positiva
21693,fabulosamente,Positiva
21694,fabuloso,Positiva
21695,fabulosos,Positiva
21696,facil,Positiva
21697,faciles,Positiva
21698,facilidad,Positiva
21699,facilita,Positiva
21700,facilitar,Positiva
21701,facilitas,Positiva
21702,facilito,Positiva
21703,facilitos,Positiva
21704,facilmente,Positiva
21705,factible,Positiva
21706,factiblemente,Positiva
21707,factibles,Positiva
21708,fama,Positiva
21709,famosa,Positiva
21710,famosamente,Positiva
21711,famosas,Positiva
21712,famoso,Positiva
21713,famosos,Positiva
21714,fanfarria,Positiva
21715,fanfarrias,Positiva
21716,fantasia,Positiva
21717,fantasias,Positiva
21718,fantastica,Positiva
21719,fantasticamente,Positiva
21720,fantasticas,Positiva
21721,fantastico,Positiva
21722,fantasticos,Positiva
