sentence,vote
"#EnVideo 📹 | Gobierno de Portuguesa establece normas para evitar la propagación del COVID-19

#23Mar

https://t.co/13lBAIwx0Q",Positiva
"Responsabilizar a tu propia hija de un intento de suicidio es muy lamentable. 
#rocioyonotecreo",Negativa
"Esto lo están vendiendo como combo Anti Covid. No solo es una estafa por anunciar algo que no sirve, también es un ilícito farmaceutico claro #covidnosetrataconantibioticos https://t.co/i0ciSk97m9",Negativa
@labaladelnalon @TheRiocuarto Se nos ha adelantado turbantitos con el chopeo rey https://t.co/kMXbjLUysL,Neutra
DIRECTO 🔴Sigue el pleno municipal de marzo del Ayuntamiento de Boadilla en directo desde el diario Actualidad Boadilla https://t.co/N3QHWwPNeQ  #Boadilla,Neutra
@JailyVeronica No digas eso... seguro son los filtros xd,Neutra
"@Tonicanto1 Lo más siniestro de este resurgimiento espurio del Marxismo, es que ya no es practicado por obreros resentidos con un sistema económico y social injusto, si no por pijos criados entre algodones que no saben cómo gestionar psicológicamente su ""pecado original"".",Negativa
"El 23 de marzo de 1979 ETA asesinaba a Antonio Recio Claver, agente del CESID #NiOlvidoNiPerdón @sanchezcastejon #porespaña https://t.co/XIwkbT31T4 vía @ElDiestro_",Negativa
"@Panik81 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
¿dónde dice exactamente que Díaz Ayuso no ha dado ayudas a la hostelería? Verás, no está hablando de lo que se ha dado o no, sino del presupuesto para el año 21.",Positiva
"¿No estáis un poco hartos de ver siempre imágenes de la casa de @IreneMontero  y
@PabloIglesias ?
Pues vamos a ver qué casas tienen los demás políticos.
⬇️Sabemos lo que tiene Casado: un piso en Madrid y una casa en Ávila.
Necesitamos fotos. 🤔
Sigo con más.⬇️ https://t.co/APUju5dmrE",Negativa
"Feliz y Bendecido Viernes💕💃☕😘Sonríe,! Impulsando Nuestra
Etiqueta Del Dia!😉#QuítaleLaCoronaAlVirus
@c1_francis @miriamc207931 
@LucenaVilma @EverPsuv
@CarmenV33368370 @7chiz 
@Mirianrojasdia1 @gloriamaria057 
@Elcuervoerrante @RojasJhon4 
@PaolaPSUV @Virgiliofuent16",Positiva
"Este cabrón ya debería de estar en la cárcel  ¿A qué esperamos?
#ComunismoEsOdio

El vicepresidente Iglesias tras presentarse como candidato en Madrid: «¡Comunistas, a la revuelta!»: https://t.co/2OJHMIQqvF",Negativa
"@Stevenov11 #RAEconsultas El acrónimo «COVID-19» que da nombre a la enfermedad se usa normalmente en masculino («el COVID-19») por influjo del género de «coronavirus» y de otras enfermedades víricas («el zika», «el ébola»), que toman el nombre del virus que las causa. 1/3",Positiva
"Estas semanas han sido de adaptación para todos, pero no podríamos estar más contentos. Cada día que pasa, Pistón está más alegre y cariñoso, empieza a correr, jugar y las mejoras físicas son evidentes.
Aún queda trabajo por hacer, pero contamos con todas las ganas del mundo.",Positiva
"vaya puta animalada el gol de pirlo eh, pena que no les sirviese de nada https://t.co/f9e6r1pnHz",Neutra
"Bendita y feliz noche 🇻🇪✨🇻🇪✨🇻🇪
#RadicalContraLaCovid19 🌐
@2021Luchadora @20Venceremos @20Mivzla @rafael_1981_198 @ch_cdg @mercedeslouzaod @IrmaPsuv @Vilma_Meche @1412Yolis @mily_mary78 @zulysarmiiento @ItaloPsuv @liliamm_27 @marluispatria2 @yhoscarly @sandrajr01 @JesuF1982",Positiva
"@presidencia_cl @sebastianpinera @izkia
@colmedchile
@BOTaciones_dip
A un año de un cruel manejo de la pandemia deben tomar carta en el asunto.
Yo hablo de trabajar juntos cómo país durante 7 días con resultados positivos desde el primer minuto.
La gente podrá comprobar si esto es verdad.
Sólo en un minuto.",Neutra
primer café con hielo de la temporada en mi día libre 🌞💐,Positiva
"Comparto contigo 15 #StrategicTakeaways escogidos entre todo lo que hemos escuchado y aprendido en la primera sesión de #HIP2021. Espero que te resulten inspiradores y te guíen en la toma de decisiones #CongressDirectorAgenda 

https://t.co/iovVq5ESfQ",Negativa
🔴Tal día como hoy en 1979 Eta asesinó a tiros en Vitoria al inspector de @policia ANTONO RECIO CLAVER en la entrada al almacén de fontanería que regentaba junto a su mujer. Tenía dos hijos https://t.co/90gVmEHyP5 No le olvides https://t.co/8nkDjTz0Et,Positiva
"“A la escuela del amor de la mano me llevaste, y a la primera clase el corazón me robaste”.

Café Quijano - Me enamoras con todo  https://t.co/htVblIzllA https://t.co/EJAHCcU4B1",Positiva
@el_centinela Te invito a leer el libro 48 leyes del poder para poder entender el tweet. @el_centinela,Neutra
"Esto lo están vendiendo como combo Anti Covid. No solo es una estafa por anunciar algo que no sirve, también es un ilícito farmaceutico claro #covidnosetrataconantibioticos https://t.co/i0ciSk97m9",Negativa
"#PatriaYVida es cuando en tu país la salud constituye un derecho de todas las personas, y es responsabilidad del Estado garantizar el acceso, la gratuidad y la calidad de los servicios de atención, protección y recuperación.

Ese país es #Cuba🇨🇺 https://t.co/XIaUjPzovT",Positiva
"Esta noche ponen en La2 ""La Vida de Brian"". 

Si esta peli se hiciese en la España de hoy, el director estaría imputado por ofensa a los sentimientos religiosos, los actores boicoteados en las cadenas y tertulianos muy solemnes dirían que no había necesidad de esta provocación. https://t.co/vKrQeWl8vb",Negativa
"🗣️ ¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎!✍️🇻🇪
Atención para pacientes que quedaron con secuelas tras superar la Covid-19.
La lucha por el resguardo de la salud no se detiene.
#RadicalContraLaCovid19 https://t.co/3rTaLsUjX1",Neutra
Tengo un pensamiento que se acuesta a mi lado cada noche antes de dormir y me abraza.,Neutra
"@enricmorera La prueba de la involución política que tenemos en este país se comprueba viendo las respuestas a este tweet. Hace diez años nadie justificaría este tipo de actos fascistas hablando del comunismo, de Cat etc, se criticaría sin ningún pero o comparación; xq no tiene justificación",Positiva
"Una vez más los que hablan de libertad, hacen todo lo contrario
Quién se iba a creer que iba a dar oportunidad de ceder su asiento???
Como el Chepas

Íñigo Errejón impone una lista cerrada y sin primarias e incendia las bases de Más Madrid https://t.co/PdXWKFKQbx vía @voz_populi",Negativa
lana del rey flipside https://t.co/yqrspgkep0,Neutra
"Salario promedio mensual para un profesional:

Australia 4000
Argentina  400
Cuba             40
Venezuela      4

El socialismo te quita los ceros que se suman ellos.",Negativa
"Cuando salgan a comprar el pan en US, es mejor llevarse un chaleco antibalas porsiaca https://t.co/uMQ0qCjqrH",Negativa
Nuevo Hyundai HDC-6 Neptune: el primer camión de pila de hidrógeno. Hyundai apuesta por un futuro silencioso y con cero emisiones. https://t.co/ey618939RS https://t.co/HYdxLLzLiT,Positiva
"@PabloIglesias El Artículo 47, habla del derecho a una vivienda digna, pero también cita que los poderes públicos se encargarán de regularizar el suelo para el interés general e impedir la especulación ¿Su Gobierno ha hecho algo? No, solo intentar meterle mano a la propiedad privada, más barato",Negativa
"Mi padre no murió de covid, sino de dejadez, de desnutrición y de deshidratación https://t.co/BncdojZTWn https://t.co/RVxcHPKlWx",Positiva
"Las acciones que alguien te muestra puede que no sean lo que piensas... 
Quizás las palabras de ese alguien no son realmente sinceras... 
El amor verdadero no llega solo en una noche....

Permiso voy a llorar 😭
🔗https://t.co/WtXaTp2BqR
#YDestinyMonday 
#กังกร #GungKorn https://t.co/oS8hC8nklK",Neutra
"Bolsonaro dice que Brasil ""está dando ejemplo"" en la gestión del coronavirus con los hospitales colapsados y cifras récord de fallecidos
https://t.co/Oo5NvoLdgv",Negativa
"6 sacerdotes de la organización 'Legionarios de Cristo', entre ellos su fundador, abusaron de menores de edad entre 1941 y la actualidad. Los Abogados Cristianos no se han pronunciado, porque cagarse en Dios ofende su moral religiosa, pero violar niños no. https://t.co/bX2EYUZ3dQ",Negativa
@RobnyJauregui @miguelhotero Por cierto fue al bautizo de Rosaines en el Círculo Militar,Neutra
"Se indignan y denuncian el pago “altísimo” a Arauz por sus años de servicio, si fuera por ellos le incautarían esos 27000, al puro estilo del comunismo radicalista.",Neutra
normal https://t.co/w2vukDuMHC,Neutra
"Que no quede un rincón de España que no sepa que el precio de la Moción de Censura en Murcia se ha pagado con la EDUCACIÓN. 
#Vox entrará en un Gobierno Regional por primera vez. 
Educación y #Pinparental es el pago del #PP. Ideologización de la educación a cambio de gobierno.! https://t.co/Ektz6QtnY9",Negativa
Mi café me está hablando.,Neutra
"Se ha quedado buena noche para observar cómo un medio hiperideologizado trata de propagar una dato aislado y no contrastado e, influir de esta manera, en el proceso electoral en Madrid. 

Un comentario de una periodista, que duda...y ¡bingo! ya está viralizando. 

De 1º de Trump https://t.co/FDZn8JREEn",Neutra
"@PacoMurciano1 @JAVIMG19 @BECAES_ Completamente de acuerdo con usted, pero perdone que le haga una precisión .
Los Virreinatos nunca fueron colonias, eran tan parte de España como Castilla o Granada.
Un saludo y como siempre ¡viva España y viva el Rey.",Positiva
🔴Tal día como hoy en 1979 Eta asesinó a tiros en Vitoria al inspector de @policia ANTONO RECIO CLAVER en la entrada al almacén de fontanería que regentaba junto a su mujer. Tenía dos hijos https://t.co/90gVmEHyP5 No le olvides https://t.co/8nkDjTz0Et,Negativa
"Detesto la gente alarmista... Solo saben hablar d los q han muertos con el covid pero ni x el coño dicen algo d los recuperados, si RECUPERADOS cifra q es infinitamente mayor 
El 99,7% d los contagiados se RECUPERA, lo sabían?Se han molestado en investigar?O el morbo no los deja?",Positiva
"@HCHTelevDigital Seguirá sus pasos el narco delincuente de JOH, sin más dudas !",Neutra
"Más de 90 mil funcionarios de cuerpos de seguridad ciudadana se despliegan para mitigar la COVID-19 en el país

#23Mar 

https://t.co/kNdRy7uXqV https://t.co/LaParowCvC",Neutra
"Gracias por los 2K 🙂, Sorteo  30EUR en RP, para participar: 

🔄RT a este Tweet ;)
🧡Ser seguidor en Twitter, Twitch &amp; Youtube. (Links en bio)
💜Seguir a @ShiningStarsEC ^^
🐙Rezarle a Nagakabouros xD

El sorteo finalizará en principio el 10/04. ¡Mucha suerte a todos y ánimo! https://t.co/TRSGfABC35",Neutra
"Soy periodista y escritor, le manejaba las redes sociales a una política de ""centro"" hasta que me dijo que no podía criticar al gobierno. Detesto a este gobierno y para mí está por encima la dignidad que el dinero, pero hay que comer, claro, por eso pongo este aviso clasificado.",Positiva
"-VERGONZOSO.
-ASQUEROSO.
-OJALÁ VUESTRA VIDA SEA TAN DOLOROSA Y 
 AGÓNICA COMO VUESTRA MUERTE PREMATURA...
-ASESINOS DE MIERDA.
-CAZADORES; OS MERECEIS ACABAR TODOS EN UNA 
 FOSA SEPTICA.

 Que a gustito me he quedado... ya podéis cerrarnos la 
 cuenta!! https://t.co/1BKUkCo9kv",Neutra
"Tiene pintaza, ¿eh? Con sus colores premium, su #noir (q no significa nada), sus 0% azúcares añadidos...

Pues el #ColaCaoNoir tiene solo un 50% de cacao. 

¿Qué es el resto? Maltodextrina y harina.

Lo analizo #BajolalupaConsumer en @eroskiconsumer https://t.co/KLupnNQlES https://t.co/ddlkevOE7q",Neutra
Criticar la ortografía de los dinomemes. No puedo con tanta risa.,Neutra
No hay otra manera de salir de la pandemia de COVID que a través de la vacunación masiva. La mejor vacuna es la que te toca. https://t.co/ySat82hIjL vía @YouTube,Positiva
"@LosAndesDiario @alferdez Si que Leguen , porque LLEGAR vamos a quedar mirando al cielo ""El avión el avión""",Neutra
Envidio a la gente que sabe en qué momento de la noche dejar de tomar. Yo me doy cuenta al otro día.,Positiva
"Me pico un mosquito en el párpado, que hago me mato",Neutra
@danirodr_7 Pues nada a joderse todos estos añitos🥴🥴,Neutra
"Yo sé que a ti te gusta el comunismo latino
Pero es que el fascismo se te mete por los intestinos
Por debajo de la falda como un submarino",Negativa
ERA @JENSTYLES18 ME SUSPENDIERON LA CUENTA AYUDENME A RECUPERAR MIS MUTUALS DEN RT PARA QUE LLEGUE A MAS GENTE,Negativa
"Detenida una voluntaria que acompañaba a migrantes a comisaría por llamar ""nazi"" y agredir a un policía  https://t.co/b6Z8P7Dxb1",Negativa
"Hoy llamé @ClinicaUANDES  para ver si me puedo vacunar el mismo día que tengo consulta ahí.

La respuesta: Se acabaron las vacunas.
Min. Paris al respecto dijo: es mentira si les dicen q no hay vacunas porque las entidades deben avisar y en ese mismo momento se les repondrán.",Negativa
"Si alguien conoce o sabe de algún hospital o clínica en Lecherías/Barcelona/Puerto La cruz que tenga cupo para pacientes con COVID que necesite soporte ventilatorio por favor avísenme, de verdad es muy urgente. Con un RT también ayudan. 😞",Positiva
"Tras el miserable ataque de un diputado del PP  a La ministra Yolanda Díaz , Sirun Demirjian en TVE lo llama encontronazo en el parlamento... La miseria periodística no tiene límites. . https://t.co/ik3M5si1w9",Negativa
Esta noche progresaremos un poco en el proyecto. Espero veros por allí.,Neutra
"wey, ser mi novix es súper fácil, solo tienes q tratarme como la última coca del desierto, decirme que soy una diosa y que estoy hermose cada 5 minutos, y recordarme todo el tiempo lo mucho que me amas pq soy overthinker y luego pienso que ya no m quieres",Neutra
Ya van dos en un día https://t.co/MrTh7HkevI,Positiva
¿queres ser mi cafe fijo en invierno?,Neutra
"📆Miércoles 24 de marzo a las 18.00h⏰a las seis en punto no te pierdas la #Webinar 'Trenquem el silenci, parlem del suïcidi'

Inscríbete aquí 👇
https://t.co/Cb2B0bBGzF",Neutra
Putin cagándose de risa mientras doma un oso (?) https://t.co/8p4Tgl0HLJ,Negativa
"126 días desde que ECHENIQUE fue CONDENADO y todavía NO ha pedido PERDÓN a la familia, no han PAGADO los 80.000 euros, ni ha LEÍDO PÚBLICAMENTE la sentencia. Todos los delincuentes tienen que cumplir las condenas. La Ley debe ser IGUAL para los PODEMITAS que para el REY.",Negativa
"@Tochadas_01 Igual si no hay agua, cuando empieces a hacer del 2, también empiezas a escupir en el lavamanos y ya cuando termines tienes como descargar la poceta. 🤣 🤣 🤣 🤣 🤣 🤣 🤣",Neutra
Este es el tweet: https://t.co/WJIs1DdsUK,Neutra
"El PP llama ""comunismo"" a la Constitución española https://t.co/fNsAGSbyMn",Positiva
"@CarmelaRios Pienso en esos ancianos que no salen de casa por miedo viendo estas imágenes y votando a Ayuso el 4M, porque oye, que miedo el comunismo...",Negativa
"POR QUÉ MI MAMÁ TIENE QUE PONER CAMILO C-A-M-I-L-O Y ENCIMA A LAS 6:42 AM
en cualquier momento me agarra un ataque de gabino silva",Neutra
"“Hace falta que mucha gente desmotivadla se movilice y a lo mejor esa arrogancia se traduce en que los acabados son la derecha y la ultraderecha"", dice @PabloIglesias, que considera posible que #Ayuso “sea imputada y acabe en prisión”. https://t.co/R0ouPeu6fq",Negativa
"#ProgramasVTV 📺 | Café en la Mañana 22MAR2021 | Cuarentena radical por 14 días en Venezuela frente al COVID-19
 
#23Mar 

https://t.co/p0X83vK9CY",Negativa
"Cuando cae el sol y la noche se acerca  el alma escucha la paz🇻🇪✨🇻🇪
#RadicalContraLaCovid19 🌐
@2021Luchadora @20Venceremos @20Mivzla @delvall06549286 @PatriotaCombate @mercedeslouzaod  @Lis14445779  @Alberto62716868 @Vilma_Meche @7chiz @JorgePsuvR @hugocary @CarmenV33368370",Neutra
"El balance de Ayuso en vivienda: ningún piso social terminado, 197 en ejecución y 3.000 sin recuperar en manos de Azora...el incompetente ex alcalde de #alcorcon es el consejero de vivienda en la cam https://t.co/lwizFVR5Tk vía @_infoLibre",Negativa
